product_id,name,category,brand,description,price_inr,rating,num_reviews,in_stock,tags,specs,warranty_years,free_shipping,return_policy_days
1011,Asus Edge Slim Laptop,Laptops,Asus,Ultra-slim and lightweight laptop perfect for students and on-the-go productivity.,164460,4.6,453,Yes,"gaming, workstation, business","{""RAM"": ""64GB"", ""Storage"": ""1TB SSD"", ""Processor"": ""AMD Ryzen 5"", ""Display"": ""16 inch 4K"", ""Battery"": ""15 hrs""}",0,Yes,30
1012,Apple Zen Pro Laptop,Laptops,Apple,Ultra-slim and lightweight laptop perfect for students and on-the-go productivity.,66380,3.9,424,Yes,"ultrabook, business, workstation","{""RAM"": ""16GB"", ""Storage"": ""256GB SSD"", ""Processor"": ""AMD Ryzen 5"", ""Display"": ""17.3 inch FHD"", ""Battery"": ""8 hrs""}",0,Yes,10
1013,Lenovo Max Slim Laptop,Laptops,Lenovo,Ultra-slim and lightweight laptop perfect for students and on-the-go productivity.,177670,4.8,1278,Yes,"student, gaming, ultrabook","{""RAM"": ""32GB"", ""Storage"": ""2TB SSD"", ""Processor"": ""Intel i9"", ""Display"": ""16 inch 4K"", ""Battery"": ""15 hrs""}",1,No,10
1014,Dell Apex G7 Laptop,Laptops,Dell,High-performance gaming laptop with dedicated GPU for immersive gaming experience.,44430,4.2,1936,Yes,"workstation, ultrabook, gaming","{""RAM"": ""8GB"", ""Storage"": ""512GB SSD"", ""Processor"": ""Intel i5"", ""Display"": ""17.3 inch FHD"", ""Battery"": ""8 hrs""}",3,Yes,10
1015,Dell Apex Slim Laptop,Laptops,Dell,Premium ultrabook with stunning display and top-tier processing power.,128260,3.6,2600,Yes,"ultrabook, business, gaming","{""RAM"": ""32GB"", ""Storage"": ""2TB SSD"", ""Processor"": ""Intel i7"", ""Display"": ""15.6 inch FHD"", ""Battery"": ""15 hrs""}",0,Yes,30
1016,HP Z Pro Laptop,Laptops,HP,Premium ultrabook with stunning display and top-tier processing power.,78760,4.9,4343,Yes,"ultrabook, business, workstation","{""RAM"": ""16GB"", ""Storage"": ""2TB SSD"", ""Processor"": ""Apple M3"", ""Display"": ""17.3 inch FHD"", ""Battery"": ""12 hrs""}",0,No,7
1017,Lenovo Ultra 500 Laptop,Laptops,Lenovo,Premium ultrabook with stunning display and top-tier processing power.,60650,3.6,3479,Yes,"business, ultrabook, workstation","{""RAM"": ""32GB"", ""Storage"": ""2TB SSD"", ""Processor"": ""Intel i9"", ""Display"": ""13.3 inch FHD"", ""Battery"": ""8 hrs""}",2,Yes,7
1018,Apple 700 Gaming Laptop,Laptops,Apple,Ultra-slim and lightweight laptop perfect for students and on-the-go productivity.,157300,4.1,4781,Yes,"workstation, gaming, student","{""RAM"": ""8GB"", ""Storage"": ""512GB SSD"", ""Processor"": ""AMD Ryzen 7"", ""Display"": ""13.3 inch FHD"", ""Battery"": ""12 hrs""}",1,No,10
1019,Dell Ultra C3 Laptop,Laptops,Dell,High-performance gaming laptop with dedicated GPU for immersive gaming experience.,69660,3.5,3387,Yes,"business, student, workstation","{""RAM"": ""16GB"", ""Storage"": ""512GB SSD"", ""Processor"": ""Apple M3"", ""Display"": ""14 inch FHD"", ""Battery"": ""10 hrs""}",0,Yes,15
1020,MSI 3000 Gaming Laptop,Laptops,MSI,Ultra-slim and lightweight laptop perfect for students and on-the-go productivity.,164920,3.2,203,Yes,"student, ultrabook, gaming","{""RAM"": ""64GB"", ""Storage"": ""1TB SSD"", ""Processor"": ""Intel i9"", ""Display"": ""14 inch FHD"", ""Battery"": ""10 hrs""}",1,No,15
1021,Acer 300 Gaming Laptop,Laptops,Acer,High-performance gaming laptop with dedicated GPU for immersive gaming experience.,140840,3.8,898,Yes,"business, gaming, student","{""RAM"": ""32GB"", ""Storage"": ""512GB SSD"", ""Processor"": ""AMD Ryzen 7"", ""Display"": ""15.6 inch FHD"", ""Battery"": ""8 hrs""}",3,No,15
1022,MSI Apex V20 Laptop,Laptops,MSI,Business laptop with enterprise-grade security and all-day battery life.,183420,3.4,2581,Yes,"student, gaming, business","{""RAM"": ""16GB"", ""Storage"": ""1TB SSD"", ""Processor"": ""AMD Ryzen 5"", ""Display"": ""13.3 inch FHD"", ""Battery"": ""12 hrs""}",0,No,15
1023,MSI S5 Gaming Laptop,Laptops,MSI,Premium ultrabook with stunning display and top-tier processing power.,56000,3.8,4761,Yes,"ultrabook, business, workstation","{""RAM"": ""8GB"", ""Storage"": ""1TB SSD"", ""Processor"": ""Intel i9"", ""Display"": ""14 inch FHD"", ""Battery"": ""15 hrs""}",2,No,30
1024,Samsung Nova Slim Laptop,Laptops,Samsung,Ultra-slim and lightweight laptop perfect for students and on-the-go productivity.,143710,3.6,210,Yes,"workstation, business, gaming","{""RAM"": ""16GB"", ""Storage"": ""1TB SSD"", ""Processor"": ""Intel i7"", ""Display"": ""14 inch FHD"", ""Battery"": ""10 hrs""}",0,Yes,30
1025,HP Lite Pro Laptop,Laptops,HP,Business laptop with enterprise-grade security and all-day battery life.,116570,3.5,421,Yes,"gaming, workstation, ultrabook","{""RAM"": ""16GB"", ""Storage"": ""512GB SSD"", ""Processor"": ""Apple M3"", ""Display"": ""17.3 inch FHD"", ""Battery"": ""15 hrs""}",1,Yes,30
1026,Lenovo S10 Gaming Laptop,Laptops,Lenovo,Business laptop with enterprise-grade security and all-day battery life.,136090,4.4,4280,Yes,"student, workstation, gaming","{""RAM"": ""64GB"", ""Storage"": ""2TB SSD"", ""Processor"": ""Intel i9"", ""Display"": ""14 inch FHD"", ""Battery"": ""12 hrs""}",3,Yes,15
1027,Samsung Z Pro Laptop,Laptops,Samsung,High-performance gaming laptop with dedicated GPU for immersive gaming experience.,90410,4.8,3408,Yes,"ultrabook, workstation, gaming","{""RAM"": ""64GB"", ""Storage"": ""512GB SSD"", ""Processor"": ""Apple M2"", ""Display"": ""14 inch FHD"", ""Battery"": ""8 hrs""}",3,No,30
1028,MSI X Slim Laptop,Laptops,MSI,Business laptop with enterprise-grade security and all-day battery life.,184300,4.2,4419,Yes,"gaming, student, ultrabook","{""RAM"": ""8GB"", ""Storage"": ""1TB SSD"", ""Processor"": ""Intel i9"", ""Display"": ""16 inch 4K"", ""Battery"": ""15 hrs""}",1,No,10
1029,Acer Max V12 Laptop,Laptops,Acer,Business laptop with enterprise-grade security and all-day battery life.,90460,4.4,697,Yes,"ultrabook, student, gaming","{""RAM"": ""8GB"", ""Storage"": ""2TB SSD"", ""Processor"": ""AMD Ryzen 7"", ""Display"": ""17.3 inch FHD"", ""Battery"": ""8 hrs""}",3,Yes,30
1030,Lenovo X Slim Laptop,Laptops,Lenovo,High-performance gaming laptop with dedicated GPU for immersive gaming experience.,69920,3.7,2876,Yes,"student, business, ultrabook","{""RAM"": ""32GB"", ""Storage"": ""256GB SSD"", ""Processor"": ""AMD Ryzen 5"", ""Display"": ""13.3 inch FHD"", ""Battery"": ""8 hrs""}",1,Yes,7
1031,Dell Elite 2000 Laptop,Laptops,Dell,Premium ultrabook with stunning display and top-tier processing power.,60140,3.3,1351,Yes,"gaming, ultrabook, student","{""RAM"": ""32GB"", ""Storage"": ""1TB SSD"", ""Processor"": ""Intel i7"", ""Display"": ""17.3 inch FHD"", ""Battery"": ""8 hrs""}",2,Yes,7
1032,Acer Apex Slim Laptop,Laptops,Acer,Ultra-slim and lightweight laptop perfect for students and on-the-go productivity.,47540,4.4,2854,Yes,"ultrabook, gaming, business","{""RAM"": ""32GB"", ""Storage"": ""256GB SSD"", ""Processor"": ""Apple M3"", ""Display"": ""17.3 inch FHD"", ""Battery"": ""8 hrs""}",3,No,7
1033,Apple X Slim Laptop,Laptops,Apple,Powerful laptop designed for professionals and power users with exceptional performance.,106530,3.7,2650,Yes,"ultrabook, student, gaming","{""RAM"": ""32GB"", ""Storage"": ""2TB SSD"", ""Processor"": ""AMD Ryzen 5"", ""Display"": ""16 inch 4K"", ""Battery"": ""12 hrs""}",1,Yes,15
1034,Samsung Elite Slim Laptop,Laptops,Samsung,High-performance gaming laptop with dedicated GPU for immersive gaming experience.,39740,4.7,4563,Yes,"student, ultrabook, workstation","{""RAM"": ""32GB"", ""Storage"": ""1TB SSD"", ""Processor"": ""Intel i9"", ""Display"": ""17.3 inch FHD"", ""Battery"": ""12 hrs""}",0,Yes,7
1035,Asus Spark Slim Laptop,Laptops,Asus,Premium ultrabook with stunning display and top-tier processing power.,160100,4.4,2518,Yes,"student, workstation, gaming","{""RAM"": ""8GB"", ""Storage"": ""1TB SSD"", ""Processor"": ""Intel i7"", ""Display"": ""16 inch 4K"", ""Battery"": ""10 hrs""}",2,No,15
1036,MSI G7 Gaming Laptop,Laptops,MSI,High-performance gaming laptop with dedicated GPU for immersive gaming experience.,150970,3.5,1579,Yes,"ultrabook, gaming, business","{""RAM"": ""16GB"", ""Storage"": ""1TB SSD"", ""Processor"": ""Intel i5"", ""Display"": ""17.3 inch FHD"", ""Battery"": ""10 hrs""}",1,No,15
1037,Acer 2000 Gaming Laptop,Laptops,Acer,Ultra-slim and lightweight laptop perfect for students and on-the-go productivity.,94550,3.6,4031,Yes,"workstation, ultrabook, student","{""RAM"": ""8GB"", ""Storage"": ""256GB SSD"", ""Processor"": ""AMD Ryzen 7"", ""Display"": ""15.6 inch FHD"", ""Battery"": ""10 hrs""}",0,Yes,15
1038,Samsung S10 Gaming Laptop,Laptops,Samsung,Ultra-slim and lightweight laptop perfect for students and on-the-go productivity.,194310,3.5,1232,Yes,"gaming, workstation, ultrabook","{""RAM"": ""64GB"", ""Storage"": ""256GB SSD"", ""Processor"": ""AMD Ryzen 7"", ""Display"": ""13.3 inch FHD"", ""Battery"": ""10 hrs""}",2,Yes,10
1039,HP Edge Pro Laptop,Laptops,HP,Premium ultrabook with stunning display and top-tier processing power.,97760,4.8,2177,Yes,"workstation, student, ultrabook","{""RAM"": ""8GB"", ""Storage"": ""256GB SSD"", ""Processor"": ""Apple M3"", ""Display"": ""14 inch FHD"", ""Battery"": ""10 hrs""}",0,Yes,10
1040,Lenovo Edge Pro Laptop,Laptops,Lenovo,Powerful laptop designed for professionals and power users with exceptional performance.,102410,4.4,1922,Yes,"business, gaming, student","{""RAM"": ""32GB"", ""Storage"": ""1TB SSD"", ""Processor"": ""Apple M2"", ""Display"": ""16 inch 4K"", ""Battery"": ""8 hrs""}",2,Yes,30
1041,HP Edge Pro Laptop,Laptops,HP,High-performance gaming laptop with dedicated GPU for immersive gaming experience.,171390,3.1,2240,Yes,"business, workstation, ultrabook","{""RAM"": ""8GB"", ""Storage"": ""2TB SSD"", ""Processor"": ""Apple M2"", ""Display"": ""15.6 inch FHD"", ""Battery"": ""15 hrs""}",3,No,7
1042,Dell S7 Gaming Laptop,Laptops,Dell,Premium ultrabook with stunning display and top-tier processing power.,76310,3.2,4261,Yes,"workstation, gaming, business","{""RAM"": ""32GB"", ""Storage"": ""256GB SSD"", ""Processor"": ""Apple M3"", ""Display"": ""14 inch FHD"", ""Battery"": ""15 hrs""}",3,No,10
1043,MSI Nova V12 Laptop,Laptops,MSI,Business laptop with enterprise-grade security and all-day battery life.,92410,3.7,3735,Yes,"gaming, ultrabook, student","{""RAM"": ""64GB"", ""Storage"": ""2TB SSD"", ""Processor"": ""Intel i9"", ""Display"": ""16 inch 4K"", ""Battery"": ""8 hrs""}",0,No,15
1044,Apple Z S5 Laptop,Laptops,Apple,Premium ultrabook with stunning display and top-tier processing power.,111230,3.1,2369,Yes,"business, student, workstation","{""RAM"": ""64GB"", ""Storage"": ""256GB SSD"", ""Processor"": ""Intel i7"", ""Display"": ""15.6 inch FHD"", ""Battery"": ""10 hrs""}",3,No,7
1045,Dell Nova Pro Laptop,Laptops,Dell,Ultra-slim and lightweight laptop perfect for students and on-the-go productivity.,86270,3,2400,Yes,"gaming, ultrabook, workstation","{""RAM"": ""64GB"", ""Storage"": ""256GB SSD"", ""Processor"": ""Apple M2"", ""Display"": ""14 inch FHD"", ""Battery"": ""15 hrs""}",2,No,30
1046,Samsung Elite Pro Laptop,Laptops,Samsung,Business laptop with enterprise-grade security and all-day battery life.,66450,4.2,31,Yes,"ultrabook, gaming, workstation","{""RAM"": ""64GB"", ""Storage"": ""1TB SSD"", ""Processor"": ""Apple M3"", ""Display"": ""17.3 inch FHD"", ""Battery"": ""12 hrs""}",2,No,30
1047,Lenovo Lite Slim Laptop,Laptops,Lenovo,High-performance gaming laptop with dedicated GPU for immersive gaming experience.,89850,4.5,2616,Yes,"student, business, gaming","{""RAM"": ""16GB"", ""Storage"": ""2TB SSD"", ""Processor"": ""Intel i7"", ""Display"": ""16 inch 4K"", ""Battery"": ""8 hrs""}",3,No,30
1048,Lenovo Lite Pro Laptop,Laptops,Lenovo,Premium ultrabook with stunning display and top-tier processing power.,194280,3.7,1274,Yes,"student, gaming, business","{""RAM"": ""64GB"", ""Storage"": ""256GB SSD"", ""Processor"": ""Apple M2"", ""Display"": ""14 inch FHD"", ""Battery"": ""15 hrs""}",0,No,15
1049,Apple Apex S5 Laptop,Laptops,Apple,High-performance gaming laptop with dedicated GPU for immersive gaming experience.,175640,4.7,750,Yes,"business, student, workstation","{""RAM"": ""8GB"", ""Storage"": ""256GB SSD"", ""Processor"": ""Intel i7"", ""Display"": ""15.6 inch FHD"", ""Battery"": ""10 hrs""}",3,Yes,7
1050,Samsung Pro A1 Laptop,Laptops,Samsung,Powerful laptop designed for professionals and power users with exceptional performance.,88520,3.1,1444,Yes,"business, student, gaming","{""RAM"": ""16GB"", ""Storage"": ""2TB SSD"", ""Processor"": ""AMD Ryzen 7"", ""Display"": ""14 inch FHD"", ""Battery"": ""10 hrs""}",0,No,10
1051,Google Neo Pro Max,Smartphones,Google,Budget-friendly smartphone offering premium features at an affordable price.,73480,3.5,4823,Yes,"5G, budget, camera","{""RAM"": ""16GB"", ""Storage"": ""128GB"", ""Battery"": ""4000mAh"", ""Camera"": ""200MP"", ""Display"": ""6.7 inch LCD""}",2,No,15
1052,Google Flex Pro Max,Smartphones,Google,Camera-centric phone with multiple lenses designed for photography enthusiasts.,129170,3.2,76,Yes,"flagship, gaming, budget","{""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Battery"": ""4000mAh"", ""Camera"": ""200MP"", ""Display"": ""6.7 inch LCD""}",0,No,15
1053,Xiaomi Apex Pro Max,Smartphones,Xiaomi,Budget-friendly smartphone offering premium features at an affordable price.,96170,4.4,1086,Yes,"camera, 5G, gaming","{""RAM"": ""4GB"", ""Storage"": ""256GB"", ""Battery"": ""5500mAh"", ""Camera"": ""48MP"", ""Display"": ""6.7 inch LCD""}",0,No,15
1054,Oppo Pro Pro Max,Smartphones,Oppo,Gaming smartphone with high refresh rate display and advanced cooling system.,132460,3.7,626,Yes,"gaming, camera, budget","{""RAM"": ""12GB"", ""Storage"": ""256GB"", ""Battery"": ""5000mAh"", ""Camera"": ""48MP"", ""Display"": ""6.8 inch AMOLED""}",1,Yes,30
1055,Vivo Z S5,Smartphones,Vivo,Flagship smartphone with the most advanced chip and stunning AMOLED display.,84190,3.9,4609,Yes,"gaming, budget, flagship","{""RAM"": ""8GB"", ""Storage"": ""64GB"", ""Battery"": ""4500mAh"", ""Camera"": ""200MP"", ""Display"": ""6.1 inch AMOLED""}",2,Yes,7
1056,Google A1 5G,Smartphones,Google,Feature-packed smartphone with pro-grade camera system and 5G connectivity.,27850,4.9,4435,Yes,"budget, 5G, flagship","{""RAM"": ""6GB"", ""Storage"": ""128GB"", ""Battery"": ""5500mAh"", ""Camera"": ""200MP"", ""Display"": ""6.7 inch LCD""}",3,Yes,30
1057,Apple V12 5G,Smartphones,Apple,Flagship smartphone with the most advanced chip and stunning AMOLED display.,12650,3.7,2270,Yes,"budget, camera, flagship","{""RAM"": ""4GB"", ""Storage"": ""256GB"", ""Battery"": ""5000mAh"", ""Camera"": ""48MP"", ""Display"": ""6.8 inch AMOLED""}",1,Yes,30
1058,Apple Nova 2000,Smartphones,Apple,Feature-packed smartphone with pro-grade camera system and 5G connectivity.,119720,3.5,1218,Yes,"flagship, camera, 5G","{""RAM"": ""16GB"", ""Storage"": ""128GB"", ""Battery"": ""4500mAh"", ""Camera"": ""64MP"", ""Display"": ""6.7 inch LCD""}",0,No,10
1059,OnePlus Edge Pro Max,Smartphones,OnePlus,Feature-packed smartphone with pro-grade camera system and 5G connectivity.,101870,3.1,1048,Yes,"gaming, camera, flagship","{""RAM"": ""8GB"", ""Storage"": ""64GB"", ""Battery"": ""4500mAh"", ""Camera"": ""108MP"", ""Display"": ""6.1 inch AMOLED""}",3,Yes,7
1060,Google Lite C3,Smartphones,Google,Camera-centric phone with multiple lenses designed for photography enthusiasts.,79550,4.9,894,Yes,"flagship, gaming, camera","{""RAM"": ""4GB"", ""Storage"": ""64GB"", ""Battery"": ""5500mAh"", ""Camera"": ""200MP"", ""Display"": ""6.8 inch AMOLED""}",3,No,7
1061,Apple Air Pro Max,Smartphones,Apple,Feature-packed smartphone with pro-grade camera system and 5G connectivity.,25920,4.2,822,Yes,"flagship, gaming, camera","{""RAM"": ""16GB"", ""Storage"": ""256GB"", ""Battery"": ""5500mAh"", ""Camera"": ""50MP"", ""Display"": ""6.8 inch AMOLED""}",0,Yes,30
1062,Google 3000 5G,Smartphones,Google,Flagship smartphone with the most advanced chip and stunning AMOLED display.,125490,3.8,559,Yes,"5G, gaming, camera","{""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Battery"": ""5000mAh"", ""Camera"": ""64MP"", ""Display"": ""6.8 inch AMOLED""}",0,Yes,7
1063,Oppo Z Pro Max,Smartphones,Oppo,Gaming smartphone with high refresh rate display and advanced cooling system.,16520,4.9,2890,Yes,"gaming, 5G, camera","{""RAM"": ""8GB"", ""Storage"": ""512GB"", ""Battery"": ""4000mAh"", ""Camera"": ""108MP"", ""Display"": ""6.7 inch LCD""}",0,Yes,10
1064,Google Elite Ultra,Smartphones,Google,Gaming smartphone with high refresh rate display and advanced cooling system.,60190,4.5,2248,Yes,"camera, budget, gaming","{""RAM"": ""16GB"", ""Storage"": ""64GB"", ""Battery"": ""5000mAh"", ""Camera"": ""48MP"", ""Display"": ""6.4 inch OLED""}",2,No,15
1065,Samsung 700 5G,Smartphones,Samsung,Feature-packed smartphone with pro-grade camera system and 5G connectivity.,28150,4.3,2562,Yes,"5G, camera, budget","{""RAM"": ""12GB"", ""Storage"": ""512GB"", ""Battery"": ""5000mAh"", ""Camera"": ""64MP"", ""Display"": ""6.7 inch LCD""}",2,Yes,7
1066,OnePlus Pro T5,Smartphones,OnePlus,Feature-packed smartphone with pro-grade camera system and 5G connectivity.,46640,4.3,918,Yes,"flagship, budget, camera","{""RAM"": ""8GB"", ""Storage"": ""128GB"", ""Battery"": ""4000mAh"", ""Camera"": ""108MP"", ""Display"": ""6.8 inch AMOLED""}",2,No,15
1067,Samsung Elite S5,Smartphones,Samsung,Feature-packed smartphone with pro-grade camera system and 5G connectivity.,37030,4.9,1449,Yes,"camera, gaming, flagship","{""RAM"": ""8GB"", ""Storage"": ""64GB"", ""Battery"": ""4000mAh"", ""Camera"": ""200MP"", ""Display"": ""6.8 inch AMOLED""}",1,No,10
1068,Vivo Z S5,Smartphones,Vivo,Camera-centric phone with multiple lenses designed for photography enthusiasts.,10660,4.8,180,Yes,"flagship, budget, gaming","{""RAM"": ""12GB"", ""Storage"": ""512GB"", ""Battery"": ""5000mAh"", ""Camera"": ""48MP"", ""Display"": ""6.8 inch AMOLED""}",2,Yes,30
1069,Vivo Z S7,Smartphones,Vivo,Budget-friendly smartphone offering premium features at an affordable price.,69870,3.8,4191,Yes,"budget, gaming, flagship","{""RAM"": ""8GB"", ""Storage"": ""128GB"", ""Battery"": ""5000mAh"", ""Camera"": ""64MP"", ""Display"": ""6.1 inch AMOLED""}",0,Yes,15
1070,Vivo Spark Pro Max,Smartphones,Vivo,Feature-packed smartphone with pro-grade camera system and 5G connectivity.,28800,3.4,2599,Yes,"camera, 5G, budget","{""RAM"": ""12GB"", ""Storage"": ""512GB"", ""Battery"": ""5500mAh"", ""Camera"": ""50MP"", ""Display"": ""6.7 inch LCD""}",1,No,7
1071,Google Lite Ultra,Smartphones,Google,Gaming smartphone with high refresh rate display and advanced cooling system.,15980,4,4876,Yes,"budget, flagship, 5G","{""RAM"": ""4GB"", ""Storage"": ""256GB"", ""Battery"": ""5000mAh"", ""Camera"": ""48MP"", ""Display"": ""6.1 inch AMOLED""}",3,No,7
1072,Google Neo Pro Max,Smartphones,Google,Flagship smartphone with the most advanced chip and stunning AMOLED display.,93910,4,3609,Yes,"budget, 5G, camera","{""RAM"": ""4GB"", ""Storage"": ""128GB"", ""Battery"": ""4000mAh"", ""Camera"": ""64MP"", ""Display"": ""6.8 inch AMOLED""}",1,No,15
1073,Realme Max Ultra,Smartphones,Realme,Gaming smartphone with high refresh rate display and advanced cooling system.,15440,4.3,2740,Yes,"5G, gaming, flagship","{""RAM"": ""16GB"", ""Storage"": ""512GB"", ""Battery"": ""5000mAh"", ""Camera"": ""108MP"", ""Display"": ""6.4 inch OLED""}",0,Yes,15
1074,Realme Nova Pro Max,Smartphones,Realme,Gaming smartphone with high refresh rate display and advanced cooling system.,108650,3.2,159,Yes,"budget, gaming, 5G","{""RAM"": ""16GB"", ""Storage"": ""64GB"", ""Battery"": ""5500mAh"", ""Camera"": ""50MP"", ""Display"": ""6.7 inch LCD""}",2,No,10
1075,Xiaomi Air Pro Max,Smartphones,Xiaomi,Budget-friendly smartphone offering premium features at an affordable price.,150000,3.3,1491,Yes,"5G, flagship, gaming","{""RAM"": ""8GB"", ""Storage"": ""128GB"", ""Battery"": ""5500mAh"", ""Camera"": ""64MP"", ""Display"": ""6.4 inch OLED""}",1,No,7
1076,Oppo 3000 5G,Smartphones,Oppo,Gaming smartphone with high refresh rate display and advanced cooling system.,48460,4.5,3792,Yes,"camera, flagship, budget","{""RAM"": ""12GB"", ""Storage"": ""128GB"", ""Battery"": ""5000mAh"", ""Camera"": ""50MP"", ""Display"": ""6.8 inch AMOLED""}",2,No,30
1077,OnePlus Flex Pro Max,Smartphones,OnePlus,Flagship smartphone with the most advanced chip and stunning AMOLED display.,15410,4,2244,Yes,"flagship, 5G, gaming","{""RAM"": ""16GB"", ""Storage"": ""64GB"", ""Battery"": ""5000mAh"", ""Camera"": ""48MP"", ""Display"": ""6.4 inch OLED""}",3,Yes,30
1078,Apple 3000 5G,Smartphones,Apple,Flagship smartphone with the most advanced chip and stunning AMOLED display.,140130,3.8,2620,Yes,"flagship, gaming, 5G","{""RAM"": ""12GB"", ""Storage"": ""64GB"", ""Battery"": ""5000mAh"", ""Camera"": ""64MP"", ""Display"": ""6.1 inch AMOLED""}",0,No,10
1079,OnePlus A1 5G,Smartphones,OnePlus,Budget-friendly smartphone offering premium features at an affordable price.,115760,3.9,920,Yes,"5G, flagship, budget","{""RAM"": ""8GB"", ""Storage"": ""128GB"", ""Battery"": ""4500mAh"", ""Camera"": ""50MP"", ""Display"": ""6.8 inch AMOLED""}",2,Yes,15
1080,Apple 3000 5G,Smartphones,Apple,Gaming smartphone with high refresh rate display and advanced cooling system.,72910,3.2,22,Yes,"flagship, 5G, gaming","{""RAM"": ""16GB"", ""Storage"": ""128GB"", ""Battery"": ""4500mAh"", ""Camera"": ""108MP"", ""Display"": ""6.8 inch AMOLED""}",2,Yes,30
1081,OnePlus Nova Ultra,Smartphones,OnePlus,Feature-packed smartphone with pro-grade camera system and 5G connectivity.,143380,4.1,143,Yes,"flagship, 5G, camera","{""RAM"": ""12GB"", ""Storage"": ""64GB"", ""Battery"": ""5500mAh"", ""Camera"": ""108MP"", ""Display"": ""6.7 inch LCD""}",2,Yes,15
1082,Xiaomi Spark Ultra,Smartphones,Xiaomi,Budget-friendly smartphone offering premium features at an affordable price.,14300,4.1,312,Yes,"camera, budget, gaming","{""RAM"": ""12GB"", ""Storage"": ""128GB"", ""Battery"": ""4500mAh"", ""Camera"": ""48MP"", ""Display"": ""6.8 inch AMOLED""}",2,Yes,7
1083,Xiaomi Neo Ultra,Smartphones,Xiaomi,Flagship smartphone with the most advanced chip and stunning AMOLED display.,81180,5,2248,Yes,"budget, gaming, 5G","{""RAM"": ""6GB"", ""Storage"": ""256GB"", ""Battery"": ""5000mAh"", ""Camera"": ""48MP"", ""Display"": ""6.7 inch LCD""}",0,No,30
